0;68;18
1;68;18
2;67;17
3;67;17
4;67;17
5;67;17
6;67;17
7;67;17
8;67;17
9;67;17
10;67;17
11;67;17
12;67;17
13;67;17
14;67;17
15;67;17
16;67;17
17;67;17
18;67;17
19;67;17
20;67;17
21;65;25
22;65;25
23;67;17
24;67;17
25;67;17
26;67;17
27;67;17
28;67;17
29;69;20
30;69;20
31;67;17
32;67;17
33;67;17
34;67;17
35;67;17
36;67;17
37;67;17
38;67;17
39;67;17
40;67;17
41;67;17
42;68;17
43;68;17
44;68;17
45;68;17
46;68;17
47;68;17
48;67;17
49;67;17
50;67;17
51;67;17
52;68;17
53;68;17
54;68;17
55;68;17
56;68;17
57;68;17
58;68;17
59;68;17
60;68;17
61;68;17
62;68;17
63;68;17
64;68;17
65;68;17
66;68;17
67;68;17
68;68;17
69;68;17
70;68;17
71;68;17
72;68;17
73;68;17
74;68;17
75;68;17
76;68;17
77;68;17
78;68;17
79;68;17
80;68;17
81;68;17
82;68;17
83;68;17
84;68;17
85;68;17
86;68;17
87;68;17
88;68;17
89;68;17
90;68;17
91;68;17
92;68;17
93;68;17
94;68;17
95;68;17
96;68;17
97;68;17
98;68;17
99;68;17
100;68;17
101;68;17
102;68;17
103;68;17
104;68;17
105;68;17
106;68;17
107;68;17
108;68;17
109;68;17
110;69;17
111;69;17
112;68;17
113;68;17
114;69;17
115;69;17
116;69;17
117;69;17
118;69;17
119;69;17
120;69;17
121;69;17
122;69;17
123;69;17
124;69;17
125;69;17
126;69;17
127;69;17
128;69;17
129;69;17
130;69;17
131;69;17
132;69;17
133;69;17
134;69;17
135;69;17
136;69;17
137;69;17
138;69;17
139;69;17
140;69;17
141;69;17
142;69;17
143;69;17
144;69;17
145;69;17
146;70;16
147;69;17
148;69;17
149;72;16
150;72;16
151;70;17
152;70;17
153;71;16
154;71;16
155;71;16
156;71;16
157;70;17
158;70;17
159;70;17
160;70;17
161;71;16
162;71;16
163;71;16
164;71;16
165;70;17
166;70;17
167;70;17
168;70;17
169;70;17
170;70;17
171;71;16
172;71;16
173;71;16
174;71;16
175;70;17
176;70;17
177;70;17
178;70;17
179;71;16
180;71;16
181;71;16
182;70;17
183;70;17
184;73;16
185;73;16
186;71;16
187;71;16
188;71;16
189;71;16
190;71;16
191;71;16
192;71;16
193;71;16
194;71;16
195;71;16
196;71;16
197;71;16
198;72;16
199;72;16
200;72;16
201;72;16
202;72;16
203;72;16
204;72;16
205;72;16
206;72;16
207;72;16
208;72;16
209;72;16
210;72;16
211;72;16
212;72;16
213;72;16
214;72;16
215;72;16
216;72;16
217;72;16
218;72;16
219;72;16
220;72;16
221;72;16
222;72;16
223;73;16
224;73;16
225;72;16
226;72;16
227;72;16
228;72;16
229;72;16
230;72;16
231;72;16
232;72;16
233;72;16
234;72;16
235;72;16
236;72;16
237;72;16
238;72;16
239;72;16
240;72;16
241;72;16
242;72;16
243;72;16
244;72;16
245;72;16
246;72;16
247;72;16
248;72;16
249;72;16
250;72;16
251;72;16
252;72;16
253;73;16
254;73;16
255;73;16
256;73;16
257;73;16
258;73;16
259;73;16
260;74;16
261;74;16
262;73;16
263;73;16
264;73;16
265;73;16
266;73;16
267;73;16
268;73;16
269;73;16
270;73;16
271;73;16
272;73;16
273;73;16
274;73;16
275;73;16
276;73;16
277;73;16
278;73;16
279;73;16
280;73;16
281;73;16
282;73;16
283;73;16
284;73;16
285;73;16
286;73;16
287;73;16
288;73;16
289;73;16
290;73;16
291;73;16
292;73;16
293;73;16
294;73;16
295;73;16
296;73;16
297;73;15
298;73;15
299;73;16
300;73;16
301;73;16
302;73;16
303;73;16
304;73;16
305;73;16
306;73;16
307;74;16
308;74;16
309;74;16
310;74;16
311;74;16
312;74;16
313;74;16
314;74;16
315;74;16
316;74;16
317;74;16
318;74;16
319;74;16
320;74;16
321;74;16
322;74;16
323;74;16
324;74;16
325;74;16
326;74;16
327;74;16
328;74;16
329;74;16
330;74;16
331;74;16
332;74;16
333;74;16
334;74;15
335;74;15
336;74;16
337;74;16
338;74;16
339;74;16
340;74;16
341;74;16
342;74;16
343;74;16
344;74;16
345;74;16
346;74;16
347;74;16
348;74;16
349;74;16
350;74;16
351;74;16
352;74;16
353;74;16
354;74;16
355;74;16
356;74;16
357;74;16
358;74;16
359;74;16
360;74;16
361;74;16
362;74;16
363;74;16
364;74;16
365;74;16
366;74;16
367;74;16
368;74;16
369;74;16
370;74;16
371;74;15
372;74;15
373;74;16
374;74;16
375;74;16
376;74;16
377;74;16
378;74;16
379;74;16
380;74;16
381;74;16
382;74;16
383;74;16
384;74;16
385;74;16
386;74;16
387;74;16
388;74;16
389;74;16
390;74;16
391;74;16
392;74;16
393;74;16
394;74;16
395;74;16
396;74;16
397;74;16
398;74;16
399;74;16
400;74;16
401;74;16
402;74;16
403;75;16
404;75;16
405;74;16
406;74;16
407;74;16
408;74;15
409;74;15
410;75;16
411;75;16
412;74;16
413;74;16
414;75;16
415;75;16
416;75;16
417;75;16
418;75;16
419;75;16
420;75;16
421;75;16
422;75;16
423;75;16
424;75;15
425;75;15
426;75;16
427;75;16
428;75;16
429;75;16
430;75;16
431;75;16
432;75;16
433;75;16
434;75;16
435;75;16
436;75;16
437;75;16
438;75;16
439;75;16
440;75;16
441;75;16
442;75;16
443;75;15
444;75;15
445;75;15
446;75;15
447;75;16
448;75;16
449;75;15
450;75;15
451;75;16
452;75;16
453;75;16
454;75;16
455;75;16
456;75;16
457;75;15
458;75;15
459;75;16
460;75;16
461;75;16
462;75;16
463;75;15
464;75;15
465;75;16
466;75;16
467;75;15
468;75;15
469;75;15
470;75;15
471;75;16
472;75;16
473;75;16
474;75;16
475;75;15
476;75;15
477;75;16
478;75;16
479;75;16
480;75;15
481;75;15
482;75;15
483;75;15
484;75;16
485;75;16
486;75;15
487;75;15
488;75;16
489;75;16
490;75;16
491;75;16
492;75;15
493;75;15
494;75;15
495;75;15
496;75;16
497;75;16
498;75;15
499;75;15
500;75;15
501;75;15
502;76;16
503;76;16
504;76;16
505;76;16
506;75;15
507;75;15
508;76;16
509;76;16
510;76;16
511;76;16
512;76;15
513;76;15
514;76;15
515;76;15
516;76;16
517;76;15
518;76;15
519;75;15
520;75;15
521;76;15
522;76;15
523;76;16
524;76;16
525;76;16
526;76;16
527;76;15
528;76;15
529;76;15
530;76;15
531;76;16
532;76;16
533;76;16
534;76;16
535;76;15
536;76;15
537;76;15
538;76;15
539;76;16
540;76;16
541;76;15
542;76;15
543;76;15
544;76;15
545;76;16
546;76;16
547;76;16
548;76;16
549;76;15
550;76;15
551;76;16
552;76;16
553;76;15
554;76;15
555;76;15
556;76;15
557;76;15
558;76;15
559;76;15
560;76;16
561;76;16
562;76;16
563;76;16
564;76;15
565;76;15
566;76;15
567;76;15
568;76;16
569;76;16
570;76;16
571;76;16
572;76;15
573;76;15
574;76;15
575;76;15
576;76;15
577;76;15
578;76;16
579;76;16
580;76;15
581;76;15
582;76;15
583;76;15
584;76;16
585;76;16
586;76;15
587;76;15
588;76;15
589;76;16
590;76;16
591;76;15
592;76;15
593;76;15
594;76;15
595;76;15
596;76;15
597;76;15
598;76;15
599;76;15
600;76;15
601;76;16
602;76;16
603;76;15
604;76;15
605;76;15
606;76;15
607;76;15
608;76;15
609;76;15
610;76;15
611;76;15
612;76;15
613;76;15
614;76;15
615;76;15
616;76;15
617;76;15
618;76;15
619;76;15
620;76;15
621;76;15
622;76;15
623;76;15
624;76;15
625;76;15
626;77;16
627;77;16
628;75;17
629;75;17
630;76;15
631;76;15
632;77;15
633;77;15
634;77;15
635;77;15
636;76;15
637;76;15
638;77;15
639;77;15
640;77;15
641;77;15
642;77;15
643;77;15
644;77;15
645;77;15
646;77;15
647;77;15
648;77;15
649;77;15
650;77;15
651;77;15
652;77;15
653;77;15
654;77;16
655;77;16
656;77;15
657;77;15
658;77;15
659;77;15
660;77;15
661;77;15
662;77;15
663;77;15
664;77;15
665;77;15
666;77;15
667;75;17
668;75;17
669;77;15
670;77;15
671;77;15
672;77;15
673;77;15
674;77;15
675;77;15
676;77;15
677;77;15
678;77;15
679;77;15
680;77;15
681;77;15
682;77;15
683;77;15
684;77;15
685;77;15
686;77;15
687;77;15
688;77;15
689;77;15
690;77;15
691;77;16
692;77;16
693;77;15
694;77;15
695;77;15
696;77;15
697;77;15
698;77;15
699;77;15
700;77;15
701;77;15
702;77;15
703;77;15
704;77;15
705;77;15
706;76;17
707;76;17
708;77;15
709;77;15
710;77;15
711;77;15
712;77;15
713;77;15
714;77;15
715;77;15
716;77;15
717;77;15
718;77;15
719;77;15
720;77;15
721;77;15
722;77;15
723;77;15
724;78;15
725;78;15
726;77;15
727;77;15
728;77;15
729;77;15
730;78;15
731;78;15
732;78;15
733;78;15
734;77;15
735;77;15
736;78;15
737;78;15
738;78;15
739;78;15
740;78;15
741;78;15
742;78;15
743;76;17
744;76;17
745;78;15
746;78;15
747;78;15
748;78;15
749;78;15
750;78;15
751;78;15
752;78;15
753;78;15
754;78;15
755;78;15
756;78;15
757;78;15
758;78;15
759;78;15
760;78;15
761;78;15
762;78;15
763;78;15
764;78;15
765;78;15
766;78;15
767;78;15
768;78;15
769;78;15
770;78;15
771;78;15
772;78;15
773;78;15
774;78;15
775;78;15
776;78;15
777;78;15
778;78;15
779;78;15
780;76;17
781;76;17
782;78;15
783;78;15
784;78;15
785;78;15
786;78;15
787;78;15
788;78;15
789;78;15
790;78;15
791;78;15
792;78;15
793;78;15
794;78;15
795;78;15
796;78;15
797;78;15
798;78;15
799;78;15
800;78;15
801;78;15
802;78;15
803;78;15
804;78;15
805;78;15
806;78;15
807;78;15
808;78;15
809;78;15
810;78;15
811;78;15
812;78;15
813;78;15
814;78;15
815;76;17
816;76;17
817;78;15
818;78;15
819;78;15
820;78;15
821;78;15
822;78;15
823;78;15
824;78;15
825;78;15
826;78;15
827;78;15
828;78;15
829;78;15
830;78;15
831;78;15
832;78;15
833;78;15
834;78;15
835;78;15
836;78;15
837;78;15
838;78;15
839;78;15
840;78;15
841;78;15
842;78;15
843;78;15
844;78;15
845;78;15
846;78;15
847;78;15
848;78;15
849;78;15
850;78;15
851;78;15
852;78;16
853;78;16
854;78;15
855;78;15
856;78;15
857;78;15
858;78;15
859;78;15
860;78;15
861;78;15
862;78;15
863;78;15
864;78;15
865;78;15
866;78;15
867;78;15
868;78;15
869;78;15
870;78;15
871;78;15
872;78;15
873;78;15
874;78;15
875;78;15
876;78;15
877;78;15
878;78;15
879;78;15
880;78;15
881;78;15
882;78;15
883;78;15
884;78;15
